Materials,adsorption_energy
W_1@IrO2(110)_1#OOH,2.7605
W_1@IrO2(110)_2#O,1.5943
W_1@IrO2(110)_2#OH,-0.1215
W_1@IrO2(110)_2#OOH,2.8195
W_1@IrO2(111)_1#O,0.5203
W_1@IrO2(111)_1#OH,-1.0004
W_1@IrO2(111)_1#OOH,2.4605
W_1@RuO2(001)_1#O,1.3881
W_1@RuO2(001)_1#OH,-0.3607
W_1@RuO2(001)_1#OOH,3.0319
W_1@RuO2(100)_1#O,1.151
W_1@RuO2(100)_1#OH,-0.2456
W_1@RuO2(100)_1#OOH,3.2214
W_1@RuO2(100)_2#O,1.4091
W_1@RuO2(100)_2#OH,0.2219
W_1@RuO2(100)_2#OOH,3.1847
W_1@RuO2(101)_1#O,0.5966
W_1@RuO2(101)_1#OH,-0.4245
W_1@RuO2(101)_1#OOH,3.034
W_1@RuO2(101)_2#O,1.6818
W_1@RuO2(101)_2#OH,0.4421
W_1@RuO2(101)_2#OOH,3.2152
W_1@RuO2(110)_1#O,0.5391
W_1@RuO2(110)_1#OH,-0.3456
W_1@RuO2(110)_1#OOH,3.1217
W_1@RuO2(110)_2#O,1.3611
W_1@RuO2(110)_2#OH,0.2098
W_1@RuO2(110)_2#OOH,3.1798
W_1@RuO2(111)_1#O,0.6197
W_1@RuO2(111)_1#OH,-0.6521
W_1@RuO2(111)_1#OOH,2.7755
W_2@IrO2(001)_1#O,2.3262
W_2@IrO2(001)_1#OH,0.7308
W_2@IrO2(001)_1#OOH,3.7153
W_2@IrO2(110)_1#O,1.5784
W_2@IrO2(110)_1#OH,-0.2854
W_2@IrO2(110)_1#OOH,2.695
W_2@IrO2(111)_1#O,1.6672
W_2@IrO2(111)_1#OH,-0.0851
W_2@IrO2(111)_1#OOH,2.8579
W_2@RuO2(001)_1#O,1.6698
W_2@RuO2(001)_1#OH,0.3484
W_2@RuO2(001)_1#OOH,3.3164
W_2@RuO2(110)_1#O,1.4022
W_2@RuO2(110)_1#OH,0.1911
W_2@RuO2(110)_1#OOH,3.1214
W_2@RuO2(111)_1#O,1.0757
W_2@RuO2(111)_1#OH,-0.0812
W_2@RuO2(111)_1#OOH,2.8675
Zn_1@IrO2(100)_1#O,4.3489
Zn_1@IrO2(100)_1#OH,1.491
Zn_1@IrO2(100)_1#OOH,4.1776
Zn_1@IrO2(100)_2#O,1.9727
Zn_1@IrO2(101)_1#OH,1.5223
Zn_1@IrO2(101)_1#OOH,4.4562
Zn_1@IrO2(110)_1#O,4.7982
Zn_1@IrO2(110)_1#OH,1.6661
Zn_1@IrO2(110)_1#OOH,4.4717
Zn_1@IrO2(110)_2#O,1.6146
Zn_1@IrO2(110)_2#OOH,2.8702
Zn_1@IrO2(111)_1#O,4.5728
Zn_1@IrO2(111)_1#OH,1.4011
Zn_1@IrO2(111)_1#OOH,4.3791
Zn_1@RuO2(100)_1#O,4.1888
Zn_1@RuO2(100)_1#OH,1.4758
Zn_1@RuO2(100)_1#OOH,4.2255
Zn_1@RuO2(101)_1#OH,1.456
Zn_1@RuO2(101)_1#OOH,4.4414
Zn_1@RuO2(110)_1#O,4.7127
Zn_1@RuO2(110)_1#OH,1.6664
Zn_1@RuO2(110)_1#OOH,4.5381
Zn_1@RuO2(110)_2#O,1.8498
Zn_1@RuO2(110)_2#OH,0.5711
Zn_1@RuO2(110)_2#OOH,3.4363
Zn_1@RuO2(111)_1#O,4.0996
Zn_1@RuO2(111)_1#OH,0.9681
Zn_1@RuO2(111)_1#OOH,4.0861
Zn_2@IrO2(110)_1#O,1.5482
Zn_2@IrO2(110)_1#OH,-0.2058
Zn_2@IrO2(110)_1#OOH,2.7934
Zn_2@IrO2(111)_1#O,1.8496
Zn_2@IrO2(111)_1#OH,0.4425
Zn_2@IrO2(111)_1#OOH,3.3014
Zn_2@RuO2(110)_1#O,1.6095
Zn_2@RuO2(110)_1#OH,0.4789
Zn_2@RuO2(110)_1#OOH,3.4959
Zn_2@RuO2(111)_1#O,1.3193
Zn_2@RuO2(111)_1#OH,0.595
Zn_2@RuO2(111)_1#OOH,3.6759
